"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
50,"RL",67,12354,"Reg","Corner","NAmes","1.5Fin",6,8,1920,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","Mn","Unf",0,0,684,684,"Gd",684,512,0,1196,0,0,1,0,3,1,"Gd",7,0,"Detchd",2005,"Unf",2,528,0,46,0,0,0,0,800,8,2009,110000
20,"RL",105,15431,"Reg","Inside","NAmes","1Story",10,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",200,"TA","PConc","Ex","Gd","GLQ",1767,539,788,3094,"Ex",2402,0,0,2402,1,0,2,0,2,1,"TA",10,2,"Attchd",2008,"Fin",3,672,0,72,0,0,170,0,0,4,2009,555000
90,"RL",92,12108,"Reg","Inside","NAmes","1Story",4,4,1955,1955,"Gable","VinylSd","VinylSd","BrkFace",270,"TA","CBlock","TA","No","ALQ",133,0,1307,1440,"TA",1440,0,0,1440,0,0,2,0,4,2,"TA",8,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,9,2008,118000
50,"RM",52,6240,"Reg","Inside","NAmes","1.5Fin",5,7,1930,1992,"Gable","MetalSd","MetalSd","None",0,"TA","PConc","TA","No","Unf",0,0,1078,1078,"TA",1128,445,0,1573,0,0,2,0,3,1,"TA",8,1,"Detchd",1930,"Unf",2,360,0,0,0,0,0,0,0,6,2008,162900
120,"RL",53,3922,"Reg","Inside","NAmes","1Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","BrkFace",72,"Gd","PConc","Ex","Av","Unf",0,0,1258,1258,"Ex",1258,0,0,1258,0,0,2,0,2,1,"Gd",6,1,"Attchd",2007,"Fin",3,648,144,16,0,0,0,0,0,6,2007,172500
60,"RL",70,8750,"Reg","Inside","CollgCr","2Story",7,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",642,0,273,915,"Ex",933,975,0,1908,1,0,2,1,4,1,"Gd",8,1,"Attchd",1994,"Unf",2,493,144,133,0,0,0,0,0,7,2008,210000
20,"RL",73,9855,"Reg","Corner","NAmes","1Story",6,5,1956,1956,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Unf",0,0,1436,1436,"Ex",1689,0,0,1689,0,0,1,0,3,1,"TA",7,1,"Attchd",1956,"Unf",2,480,0,0,0,0,0,0,0,11,2009,127500
20,"RL",137,16492,"IR1","Corner","NAmes","1Story",6,6,1966,2002,"Gable","VinylSd","Plywood","None",0,"Gd","CBlock","TA","No","ALQ",247,713,557,1517,"Ex",1888,0,0,1888,0,0,2,1,2,1,"Gd",6,1,"Attchd",1966,"Fin",2,578,0,0,0,0,0,0,0,6,2010,190000
60,"RL",0,11214,"IR1","Corner","NAmes","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,930,930,"Gd",956,930,0,1886,0,0,2,1,4,1,"Gd",10,1,"Attchd",1998,"Fin",2,431,89,0,0,0,0,0,0,7,2006,199900
50,"RM",50,8600,"Reg","Inside","NAmes","1.5Fin",6,6,1937,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,780,780,"TA",780,596,0,1376,0,0,2,0,3,1,"TA",7,1,"Detchd",1937,"Unf",1,198,0,0,0,0,0,0,0,6,2006,119500
50,"RM",50,6000,"Reg","Inside","OldTown","1.5Fin",3,7,1948,2002,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","ALQ",331,0,318,649,"Ex",679,504,0,1183,0,0,1,1,2,1,"TA",6,0,"Detchd",1981,"Unf",1,308,0,176,0,0,0,0,0,6,2007,120000
30,"RM",70,5684,"Reg","Inside","OldTown","1Story",6,8,1930,2005,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,813,813,"Ex",813,0,0,813,0,0,1,0,2,1,"Gd",5,0,"Detchd",1932,"Unf",1,270,0,113,0,0,0,0,0,6,2006,110000
20,"RL",62,70761,"IR1","Inside","NAmes","1Story",7,5,1975,1975,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","Gd","ALQ",655,0,878,1533,"TA",1533,0,0,1533,1,0,2,0,2,1,"Gd",5,2,"Attchd",1975,"Unf",2,576,200,54,0,0,0,0,0,12,2006,280000
60,"RL",0,9303,"IR1","Corner","NAmes","2Story",6,5,1996,1997,"Hip","VinylSd","VinylSd","BrkFace",42,"Gd","PConc","Ex","No","ALQ",742,0,130,872,"Ex",888,868,0,1756,1,0,2,1,3,1,"TA",7,0,"Attchd",1996,"Fin",2,422,144,122,0,0,0,0,0,7,2007,204000
60,"RL",75,9000,"Reg","Inside","NAmes","2Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,768,768,"Ex",786,804,0,1590,0,0,2,1,3,1,"Gd",6,0,"Attchd",2008,"RFn",2,676,0,30,0,0,0,0,0,6,2009,210000
90,"RL",63,9297,"Reg","Inside","NAmes","1Story",5,5,1976,1976,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","No","ALQ",1606,0,122,1728,"TA",1728,0,0,1728,2,0,2,0,4,2,"TA",8,0,"Detchd",1976,"Unf",2,560,0,0,0,0,0,0,0,7,2006,188000
20,"RL",80,9600,"Reg","Inside","NAmes","1Story",7,6,1973,1973,"Hip","HdBoard","HdBoard","BrkFace",320,"TA","CBlock","TA","No","ALQ",916,0,326,1242,"Ex",1242,0,0,1242,0,0,1,1,3,1,"TA",6,1,"Attchd",1973,"Unf",2,528,0,0,0,0,0,0,0,9,2007,175500
70,"RM",34,4571,"Reg","Inside","OldTown","2Story",5,5,1916,1950,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,624,624,"Ex",624,720,0,1344,0,0,1,0,4,1,"TA",7,0,"Detchd",1916,"Unf",3,513,0,0,96,0,0,0,0,5,2008,98000
20,"RL",0,53227,"IR1","Inside","NAmes","1Story",4,6,1954,1994,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","Gd","BLQ",1116,0,248,1364,"Ex",1663,0,0,1663,1,0,1,0,2,1,"Gd",6,2,"Attchd",1954,"Fin",2,529,224,137,0,0,0,0,0,3,2008,256000
70,"RM",0,5100,"Reg","Inside","OldTown","2Story",8,7,1925,1996,"Hip","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","Unf",0,0,588,588,"Ex",833,833,0,1666,0,0,1,0,3,1,"Gd",7,1,"Detchd",1925,"Unf",1,228,192,63,0,0,0,0,0,6,2008,161000
50,"RL",0,7015,"IR1","Corner","NAmes","1.5Fin",5,4,1950,1950,"Gable","MetalSd","MetalSd","None",161,"TA","CBlock","TA","No","Unf",185,0,524,709,"TA",979,224,0,1203,1,0,1,0,3,1,"Gd",5,1,"Detchd",1950,"Unf",1,352,0,0,248,0,0,0,0,7,2009,110000
60,"RL",75,8004,"IR1","Inside","NAmes","2Story",8,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",110,"Gd","PConc","Gd","No","GLQ",544,0,288,832,"Ex",832,1103,0,1935,1,0,2,1,3,1,"TA",8,0,"Attchd",2009,"Fin",2,552,0,150,0,0,0,0,0,12,2009,263435
70,"RL",60,7200,"Reg","Inside","NAmes","2Story",7,9,1936,2007,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","PConc","Gd","No","ALQ",350,210,0,560,"Ex",575,560,0,1135,1,0,1,0,3,1,"Gd",6,0,"Detchd",1971,"RFn",2,576,256,0,0,0,0,0,0,4,2009,155000
20,"RL",60,8281,"IR1","Inside","NAmes","1Story",5,5,1965,1965,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Rec",553,311,0,864,"Gd",864,0,0,864,0,0,1,0,3,1,"TA",5,1,"Detchd",1965,"Unf",1,360,0,0,236,0,0,0,0,12,2009,62383
70,"RL",74,11988,"IR1","Inside","NAmes","2Story",6,7,1934,1995,"Hip","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",326,0,389,715,"Ex",849,811,0,1660,0,0,1,1,3,1,"TA",6,1,"Detchd",1939,"Unf",1,240,0,0,0,0,0,0,0,8,2008,188700
20,"RL",60,8430,"Reg","Inside","CollgCr","1Story",5,5,1978,1978,"Gable","HdBoard","HdBoard","BrkFace",136,"TA","CBlock","Gd","No","Rec",616,0,424,1040,"TA",1040,0,0,1040,0,0,2,0,3,1,"TA",5,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,8,2009,124000
120,"RM",0,3072,"Reg","Inside","NAmes","1Story",7,5,2004,2004,"Hip","VinylSd","VinylSd","BrkFace",18,"Gd","PConc","Gd","No","Unf",0,0,1375,1375,"Ex",1414,0,0,1414,0,0,2,0,2,1,"Gd",6,1,"Attchd",2004,"Fin",2,398,144,20,0,0,0,0,0,5,2006,178740
20,"RL",85,10628,"Reg","Inside","NAmes","1Story",7,5,1970,1970,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","Gd","GLQ",778,0,499,1277,"TA",1277,0,0,1277,1,0,1,0,2,1,"TA",5,1,"Attchd",1970,"Unf",2,526,0,0,0,0,176,0,0,4,2007,167000
70,"RL",79,9480,"Reg","Inside","NAmes","2Story",5,7,1942,1995,"Gable","MetalSd","MetalSd","Stone",224,"TA","CBlock","TA","No","Unf",386,0,342,728,"Ex",888,756,0,1644,0,0,1,1,3,1,"Gd",7,2,"Attchd",1942,"Unf",1,312,168,0,0,0,0,0,0,6,2007,146500
20,"RL",98,11428,"IR1","Inside","NAmes","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",248,"Gd","PConc","Gd","No","Unf",0,0,1626,1626,"Ex",1634,0,0,1634,0,0,2,0,3,1,"Gd",7,1,"Attchd",2006,"RFn",3,866,0,44,0,0,0,0,0,5,2007,250000
60,"RL",76,9291,"IR1","Corner","NAmes","2Story",6,5,1993,1993,"Gable","HdBoard","HdBoard","BrkFace",120,"Gd","PConc","Gd","No","GLQ",426,0,406,832,"Ex",832,878,0,1710,0,0,2,1,3,1,"Gd",7,0,"Attchd",1993,"RFn",2,506,144,70,0,0,0,0,0,6,2008,187000
120,"RL",0,6820,"IR1","Corner","NAmes","1Story",8,5,1985,1985,"Gable","HdBoard","HdBoard","None",0,"Gd","PConc","Gd","Av","GLQ",368,1120,0,1488,"TA",1502,0,0,1502,1,0,1,1,1,1,"Gd",4,0,"Attchd",1985,"RFn",2,528,0,54,0,0,140,0,0,6,2010,212000
60,"RL",92,11952,"Reg","Inside","NAmes","2Story",7,6,1977,1977,"Gable","VinylSd","Plywood","None",0,"TA","CBlock","Gd","No","Unf",0,0,808,808,"TA",1161,808,0,1969,0,0,2,1,3,1,"TA",8,1,"Attchd",1977,"RFn",2,534,0,0,0,0,276,0,0,11,2007,190000
180,"RM",35,3675,"Reg","Inside","NAmes","1Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",80,"TA","PConc","Gd","Gd","GLQ",459,0,88,547,"Ex",1072,0,0,1072,1,0,1,0,2,1,"TA",5,0,"Attchd",2005,"RFn",2,525,0,28,0,0,0,0,0,6,2008,148000
20,"RL",110,14977,"IR1","Inside","NAmes","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","BrkFace",304,"Gd","PConc","Ex","Gd","GLQ",1350,0,626,1976,"Ex",1976,0,0,1976,1,0,2,0,2,1,"Gd",7,1,"Attchd",2006,"RFn",3,908,250,63,0,0,0,0,0,7,2007,440000
120,"RL",41,5330,"Reg","Inside","NAmes","1Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",1196,0,298,1494,"Ex",1652,0,0,1652,1,0,2,0,2,1,"TA",6,0,"Attchd",2000,"RFn",2,499,96,48,0,0,0,0,0,8,2007,251000
20,"RL",80,8480,"Reg","Corner","NAmes","1Story",5,6,1963,1963,"Hip","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","GLQ",630,0,340,970,"TA",970,0,0,970,1,0,1,0,2,1,"TA",5,0,"Detchd",1996,"Unf",2,624,0,24,0,0,192,0,0,7,2007,132500
20,"RL",75,13125,"Reg","Inside","CollgCr","1Story",6,5,1997,1998,"Gable","VinylSd","VinylSd","BrkFace",215,"TA","PConc","Gd","Gd","GLQ",994,0,484,1478,"Ex",1493,0,0,1493,1,0,2,0,3,1,"Gd",7,1,"Attchd",1997,"Fin",2,508,140,39,0,0,0,0,0,4,2008,208900
60,"RL",105,13693,"Reg","Inside","NAmes","2Story",9,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",772,"TA","PConc","Gd","Av","Unf",0,0,2153,2153,"Ex",2069,574,0,2643,0,0,2,1,3,1,"TA",9,1,"Attchd",2006,"Fin",3,694,414,84,0,0,0,0,0,3,2007,380000
20,"RL",79,10637,"Reg","Inside","CollgCr","1Story",8,5,2007,2008,"Hip","VinylSd","VinylSd","Stone",336,"Gd","PConc","Ex","Gd","GLQ",1288,0,417,1705,"Ex",1718,0,0,1718,1,0,2,0,3,1,"Gd",7,1,"Attchd",2007,"RFn",3,826,208,44,0,0,0,0,0,9,2009,297000
30,"RM",50,5925,"Reg","Inside","OldTown","1Story",4,7,1937,2000,"Hip","VinylSd","VinylSd","None",435,"TA","BrkTil","TA","No","Rec",168,0,739,907,"TA",1131,0,0,1131,0,0,1,0,2,1,"TA",7,0,"Detchd",1995,"Unf",2,672,0,72,0,0,0,0,0,3,2007,89471
20,"RL",98,16033,"IR1","Inside","NAmes","1Story",9,5,2004,2005,"Hip","VinylSd","VinylSd","BrkFace",378,"Gd","PConc","Ex","Gd","GLQ",1261,0,572,1833,"Ex",1850,0,0,1850,1,0,2,0,3,1,"Gd",8,1,"Attchd",2004,"Fin",3,772,519,112,0,0,0,0,0,3,2006,326000
20,"RL",72,11846,"IR1","Inside","NAmes","1Story",9,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",562,"Gd","PConc","Ex","Gd","GLQ",1567,0,225,1792,"Ex",1792,0,0,1792,1,0,2,0,2,1,"TA",6,1,"Attchd",2003,"Fin",3,874,206,49,0,0,0,0,0,8,2006,374000
70,"RM",50,2500,"Reg","Corner","OldTown","2Story",7,8,1915,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","TA","No","ALQ",299,0,611,910,"Ex",916,910,0,1826,1,0,1,1,4,1,"TA",7,1,"Attchd",1915,"Unf",1,164,0,0,0,0,0,0,0,6,2009,155000
120,"RM",32,4500,"Reg","Inside","NAmes","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",116,"TA","PConc","Ex","No","GLQ",897,0,319,1216,"Ex",1216,0,0,1216,1,0,2,0,2,1,"TA",5,0,"Attchd",1998,"Unf",2,402,0,125,0,0,0,0,0,5,2006,164000
20,"RL",0,7758,"IR1","Corner","NAmes","1Story",5,7,1962,2001,"Gable","HdBoard","Plywood","None",0,"TA","CBlock","TA","No","ALQ",588,0,411,999,"Gd",999,0,0,999,1,0,1,0,3,1,"Gd",6,0,"Detchd",1963,"Unf",1,264,0,132,0,0,0,0,0,3,2007,132500
20,"RL",80,9600,"Reg","Inside","NAmes","1Story",5,7,1950,2007,"Gable","MetalSd","MetalSd","None",0,"Gd","CBlock","TA","No","ALQ",607,0,506,1113,"Gd",1113,0,0,1113,0,0,1,0,3,1,"Gd",5,1,"Attchd",1950,"Unf",1,264,0,80,120,0,0,0,0,7,2009,147000
20,"RL",79,10289,"Reg","Inside","NAmes","1Story",5,7,1965,1965,"Hip","MetalSd","MetalSd","BrkFace",168,"TA","CBlock","TA","No","ALQ",836,0,237,1073,"TA",1073,0,0,1073,1,0,1,1,3,1,"TA",6,0,"Attchd",1965,"RFn",2,515,0,0,0,0,0,0,0,6,2007,156000
20,"RL",70,12243,"IR1","Inside","NAmes","1Story",5,6,1971,1971,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","Av","ALQ",998,0,486,1484,"Gd",1484,0,0,1484,0,0,2,0,3,1,"TA",7,1,"Attchd",1971,"Unf",2,487,224,0,0,0,180,0,0,2,2007,175000
190,"RL",60,10800,"Reg","Corner","OldTown","1.5Fin",5,4,1900,1970,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","BLQ",664,0,290,954,"TA",1766,648,0,2414,0,0,2,0,3,2,"TA",10,1,"Attchd",1970,"Unf",2,520,142,0,0,0,0,0,0,5,2006,160000
180,"RM",21,1526,"Reg","Inside","NAmes","1Story",4,8,1970,2002,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","Av","GLQ",515,0,115,630,"TA",630,0,0,630,1,0,1,0,1,1,"Gd",3,0,"Attchd",1970,"Unf",1,286,0,0,0,0,0,0,0,5,2009,86000
160,"RM",0,2665,"Reg","Inside","NAmes","2Story",5,6,1976,1976,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","Mn","Unf",0,0,264,264,"TA",616,688,0,1304,0,0,1,1,3,1,"TA",4,1,"Attchd",1976,"Fin",1,336,141,24,0,0,0,0,0,6,2008,115000
50,"RL",79,9490,"Reg","Inside","NAmes","1.5Fin",6,7,1941,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","BLQ",403,165,238,806,"TA",958,620,0,1578,1,0,1,0,3,1,"TA",5,2,"Attchd",1941,"Unf",1,240,0,0,32,0,0,0,0,8,2006,133000
60,"RL",105,15578,"IR1","Corner","NAmes","2Story",6,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,728,728,"Gd",728,728,0,1456,0,0,2,1,3,1,"TA",8,0,"Attchd",2006,"RFn",2,429,0,0,0,0,0,0,0,5,2006,172785
20,"RL",70,7931,"Reg","Inside","NAmes","1Story",5,6,1960,1960,"Gable","VinylSd","Wd Sdng","None",0,"TA","CBlock","TA","No","BLQ",374,532,363,1269,"TA",1269,0,0,1269,0,0,1,1,3,1,"TA",6,1,"Detchd",1964,"Unf",1,308,0,0,0,0,0,0,0,6,2008,155000
30,"RM",50,5784,"Reg","Inside","OldTown","1Story",5,8,1938,1996,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,190,190,"Gd",886,0,0,886,0,0,1,0,2,1,"TA",4,0,"Attchd",1938,"Unf",1,273,144,20,80,0,0,0,0,12,2009,91300
30,"RL",60,7879,"Reg","Inside","NAmes","1Story",4,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Rec",495,0,225,720,"TA",720,0,0,720,0,0,1,0,2,1,"TA",4,0,"Attchd",0,"Unf",0,0,0,523,115,0,0,0,0,11,2009,34900
20,"RL",0,12692,"IR1","Inside","NAmes","1Story",8,5,1992,1993,"Hip","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",1231,0,1969,3200,"Ex",3228,0,0,3228,1,0,3,0,4,1,"Gd",10,1,"Attchd",1992,"RFn",2,546,264,75,291,0,0,0,0,5,2007,430000
50,"RL",60,9120,"Reg","Inside","NAmes","1.5Fin",7,6,1925,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","TA","No","Rec",329,0,697,1026,"Ex",1133,687,0,1820,1,0,2,0,4,1,"TA",8,0,"Detchd",1925,"Unf",1,240,0,100,0,0,0,0,0,6,2008,184000
20,"RL",65,7800,"Reg","Inside","NAmes","1Story",5,7,1967,2004,"Hip","HdBoard","HdBoard","BrkFace",89,"TA","PConc","TA","No","ALQ",450,0,414,864,"Ex",899,0,0,899,0,0,1,0,3,1,"Gd",5,0,"Attchd",1967,"Fin",1,288,64,0,0,0,0,0,0,6,2009,130000
20,"RL",70,7535,"IR1","Inside","NAmes","1Story",5,7,1958,1985,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","BLQ",111,279,522,912,"Ex",912,0,0,912,0,1,1,0,2,1,"TA",5,0,"Attchd",1958,"Fin",1,297,12,285,0,0,0,0,480,6,2007,120000
160,"RM",21,1890,"Reg","Inside","NAmes","2Story",6,5,1973,1973,"Gable","HdBoard","HdBoard","BrkFace",285,"TA","CBlock","TA","No","BLQ",356,0,316,672,"TA",672,546,0,1218,0,0,1,1,3,1,"TA",7,0,"Detchd",1973,"Unf",1,264,144,28,0,0,0,0,0,5,2007,113000
60,"RL",75,9803,"Reg","Inside","NAmes","2Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",400,0,466,866,"Gd",866,902,0,1768,0,0,2,1,3,1,"Gd",7,0,"Attchd",2005,"RFn",2,603,0,108,0,0,0,0,0,2,2008,226700
20,"RL",70,9170,"Reg","Corner","NAmes","1Story",5,7,1965,1965,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","ALQ",698,96,420,1214,"Ex",1214,0,0,1214,1,0,1,0,2,1,"TA",6,0,"Detchd",1965,"Unf",2,461,0,0,184,0,0,0,400,4,2007,140000
20,"RL",100,15602,"IR1","Inside","NAmes","1Story",7,8,1959,1997,"Gable","VinylSd","Wd Sdng","None",0,"TA","CBlock","TA","No","ALQ",1247,0,254,1501,"TA",1801,0,0,1801,1,0,2,0,1,1,"TA",6,2,"Attchd",1959,"Fin",2,484,0,54,0,0,161,0,0,3,2010,289000
160,"RL",24,2308,"Reg","Inside","NAmes","2Story",6,5,1974,1974,"Gable","Plywood","VinylSd","None",0,"TA","CBlock","TA","No","ALQ",257,495,103,855,"TA",855,467,0,1322,0,1,2,1,3,1,"TA",6,1,"Attchd",1974,"Unf",2,440,260,0,0,0,0,0,0,6,2009,147000
90,"RM",60,7596,"Reg","Inside","OldTown","2Story",5,5,1952,1952,"Hip","Wd Sdng","Wd Sdng","BrkFace",360,"TA","CBlock","TA","No","Unf",0,0,960,960,"Gd",960,1000,0,1960,0,0,2,0,4,2,"TA",10,0,"Detchd",1952,"Unf",2,400,0,0,0,0,0,0,0,7,2009,124500
60,"RL",80,9554,"IR1","Inside","NAmes","2Story",8,5,1993,1994,"Gable","VinylSd","VinylSd","BrkFace",125,"Gd","PConc","Gd","No","GLQ",380,0,397,777,"Ex",1065,846,0,1911,0,0,2,1,3,1,"Gd",8,1,"Attchd",1993,"RFn",2,471,182,81,0,0,0,0,0,9,2006,215000
20,"RL",75,7862,"IR1","Inside","NAmes","1Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",27,0,1191,1218,"Ex",1218,0,0,1218,0,0,2,0,2,1,"Gd",4,0,"Attchd",2009,"Fin",2,676,0,102,0,0,0,0,0,9,2009,208300
70,"RM",60,9600,"Reg","Inside","OldTown","2Story",7,9,1928,2005,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Rec",141,0,548,689,"Ex",689,689,0,1378,0,0,2,0,3,1,"Gd",7,1,"Detchd",1928,"Unf",2,360,0,0,116,0,0,0,0,10,2008,161000
20,"RL",80,9600,"Reg","Corner","NAmes","1Story",5,6,1959,1959,"Gable","MetalSd","MetalSd","BrkFace",132,"TA","CBlock","TA","No","ALQ",991,0,50,1041,"Ex",1041,0,0,1041,1,0,1,0,3,1,"TA",6,0,"Attchd",1959,"RFn",1,270,224,88,0,0,0,0,0,7,2009,124500
20,"RL",75,14559,"Reg","Inside","NAmes","1Story",5,7,1951,2000,"Hip","Wd Sdng","Wd Sdng","None",70,"Gd","CBlock","TA","No","BLQ",650,180,178,1008,"Ex",1363,0,0,1363,1,0,1,0,2,1,"TA",6,2,"Attchd",1951,"Unf",1,288,324,42,0,0,168,0,2000,6,2009,164900
120,"RL",40,6792,"IR1","Inside","NAmes","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",94,"Gd","PConc","Gd","No","Unf",0,0,1368,1368,"Ex",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,1,"Attchd",2005,"RFn",2,474,132,35,0,0,0,0,0,3,2006,202665
20,"RL",70,9100,"Reg","Corner","NAmes","1Story",5,5,1958,1958,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","BLQ",521,174,169,864,"TA",864,0,0,864,1,0,1,0,3,1,"TA",5,0,"Detchd",1964,"Unf",2,624,0,0,0,0,0,0,0,7,2006,129900
20,"RL",71,9187,"Reg","Corner","NAmes","1Story",6,5,1983,1983,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","TA","No","ALQ",336,0,748,1084,"TA",1080,0,0,1080,0,0,1,1,3,1,"TA",5,0,"Attchd",1983,"Unf",2,484,120,0,158,0,0,0,0,6,2007,134000
45,"RL",55,10594,"Reg","Inside","NAmes","1Story",5,5,1926,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,768,768,"Ex",789,0,0,789,0,0,1,0,2,1,"TA",5,0,"Detchd",1926,"Unf",1,200,0,0,112,0,0,0,0,6,2007,96500
20,"RL",94,12220,"Reg","Inside","NAmes","1Story",10,5,2009,2009,"Hip","VinylSd","VinylSd","BrkFace",305,"TA","CBlock","Ex","No","GLQ",1436,0,570,2006,"Ex",2020,0,0,2020,1,0,2,1,3,1,"TA",9,1,"Attchd",2009,"Fin",3,900,156,54,0,0,0,0,0,9,2009,402861
80,"RL",0,10448,"IR1","Corner","NAmes","1Story",6,6,1972,1972,"Gable","HdBoard","HdBoard","BrkFace",333,"TA","CBlock","TA","No","Unf",0,0,689,689,"TA",1378,741,0,2119,0,0,2,1,3,1,"TA",7,1,"Attchd",1972,"RFn",2,583,0,104,0,0,0,0,0,8,2009,158000
60,"RL",79,10208,"IR1","Inside","NAmes","2Story",7,5,1996,1997,"Gable","VinylSd","VinylSd","BrkFace",921,"Gd","PConc","Gd","No","Unf",0,0,1264,1264,"Ex",1277,1067,0,2344,0,0,2,1,3,1,"Gd",7,1,"Attchd",1996,"RFn",3,889,220,0,0,0,0,0,0,7,2009,265000
60,"RL",0,9531,"IR1","Inside","CollgCr","2Story",6,5,1998,1998,"Gable","VinylSd","VinylSd","None",0,"TA","PConc","Gd","Mn","GLQ",706,0,88,794,"Ex",882,914,0,1796,1,0,2,1,3,1,"TA",7,0,"Attchd",1998,"RFn",2,546,0,36,0,0,0,0,0,5,2007,211000
70,"RL",53,10918,"Reg","Inside","NAmes","2Story",7,9,1926,2004,"Gable","MetalSd","MetalSd","None",0,"Gd","BrkTil","Gd","No","Unf",0,0,1276,1276,"Ex",1276,804,0,2080,0,0,1,1,3,1,"Gd",9,2,"Detchd",1926,"Unf",1,282,0,0,0,0,145,0,0,6,2009,234000
190,"RL",60,10800,"Reg","Inside","OldTown","2Story",4,7,1900,2000,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,0,0,"TA",694,600,0,1294,0,0,2,0,3,2,"TA",7,0,"Attchd",0,"Unf",0,0,220,114,210,0,0,0,0,8,2008,106250
